<<INFO>> 2021-04-17 --- 12:56:07.904465 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 12:57:10.029508 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 12:58:33.596989 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:03:47.283303 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:04:18.098592 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:04:18.138465 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 13:10:11.785885 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:10:11.826273 >>>> Get Process Runing List
<<INFO>> 2021-04-20 --- 12:13:26.665869 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:26.772980 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:27.672227 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:27.784096 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:28.685690 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:28.793997 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:29.683564 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:29.795956 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:30.689271 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:30.798273 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:31.692047 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:31.801927 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:32.697294 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:32.803913 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:33.708415 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:33.817799 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:34.712269 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:34.820638 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:35.718952 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:35.828062 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:36.723863 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:36.833788 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:37.728835 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:37.838538 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:38.742148 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:38.852451 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:39.744937 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:39.860371 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:40.750401 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:40.859328 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:41.752589 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:41.860000 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:42.767689 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:42.862413 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:43.775610 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:43.869194 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:44.783459 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:44.873912 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:45.787021 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:45.883922 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:46.793837 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:46.888139 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:47.801603 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:47.892865 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:48.817389 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:48.909397 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:49.818731 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:49.913263 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:50.826206 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:50.911519 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:51.833680 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:51.927428 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:52.838317 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:52.931938 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:53.854497 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:53.947147 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:54.859923 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:54.952790 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:55.864998 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:55.959510 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:56.870852 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:56.964688 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:57.879393 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:57.971358 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:58.893091 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:58.985466 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:13:59.891907 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:13:59.977681 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:00.909093 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:01.000904 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:01.914883 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:02.004416 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:02.916486 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:03.010244 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:03.927291 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:04.011529 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:04.929290 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:05.021267 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:05.935676 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:06.029140 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:06.938479 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:07.031139 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:07.940322 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:08.027170 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:08.952097 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:09.038643 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:09.959396 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:10.040617 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:10.963784 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:11.057077 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:11.970263 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:12.063415 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:12.972571 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:13.063100 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:13.983780 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:14.076490 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:14.989723 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:15.080427 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:15.991327 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:16.074616 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:16.992948 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:17.088147 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:17.999313 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:18.092568 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:19.006905 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:19.100806 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:20.011065 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:20.104416 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:21.016484 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:21.108359 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:22.020353 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:22.114607 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:23.022910 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:23.119944 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:24.037644 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:24.131613 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:25.044552 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:25.136899 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:26.060072 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:26.152095 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:27.065192 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:27.159392 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:28.072790 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:28.164448 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:29.083427 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:29.179432 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:30.087909 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:30.181006 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:31.092597 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:31.176947 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:32.098852 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:32.192700 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:33.102067 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:33.197330 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:34.120233 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:34.211216 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:35.126395 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:35.218308 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:36.129132 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:36.221351 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:37.133287 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:37.226495 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:38.138753 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:38.231412 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:39.153896 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:39.245307 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:40.156523 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:40.249521 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:41.162337 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:41.255745 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:42.168713 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:42.257015 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:43.171040 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:43.264187 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:44.179846 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:44.272358 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:45.181836 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:45.276080 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:46.190953 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:46.284565 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:47.197289 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:47.289115 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:48.198830 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:48.293735 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:49.210702 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:49.292550 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:50.213008 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:50.306065 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:51.217884 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:51.311012 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:52.220839 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:52.315800 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:53.225955 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:53.319026 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:54.234294 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:54.326937 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:55.239836 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:55.332277 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:56.246526 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:56.338758 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:57.249794 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:57.341122 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:58.250846 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:58.358121 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:14:59.261511 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:14:59.371683 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:00.270874 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:00.373804 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:01.285745 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:01.380182 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:02.289880 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:02.372186 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:03.294424 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:03.387713 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:04.303019 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:04.398803 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:05.309616 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:05.392753 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:06.311321 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:06.403290 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:07.320023 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:07.415102 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:08.327365 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:08.420046 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:09.335875 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:09.418765 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:10.342862 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:10.434868 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:11.350431 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:11.440440 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:12.351761 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:12.443878 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:13.357631 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:13.450671 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:14.366599 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:14.458746 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:15.370810 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:15.455136 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:16.379262 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:16.471409 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:17.382003 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:17.475875 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:18.385971 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:18.479891 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:19.396744 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:19.490757 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:20.399579 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:20.493533 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:21.403451 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:21.490655 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:22.409556 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:22.512170 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:23.413001 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:23.509725 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:24.426782 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:24.519240 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:25.429206 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:25.521845 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:26.432620 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:26.525553 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:27.437964 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:27.531443 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:28.454026 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:28.543238 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:29.463336 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:29.555128 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:30.463641 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:30.559057 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:31.469652 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:31.560783 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:32.470677 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:32.562101 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:33.472713 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:33.567512 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:34.481775 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:34.576832 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:35.485968 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:35.585479 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:36.492902 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:36.585039 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:37.498276 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:37.594369 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:38.505840 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:38.592453 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:39.522610 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:39.614157 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:40.527021 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:40.617632 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:41.535391 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:41.629176 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:42.542899 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:42.636907 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:43.548141 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:43.632387 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:44.563450 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:44.655914 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:45.567006 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:45.661610 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:46.573844 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:46.667981 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:47.577717 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:47.667961 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:48.596663 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:48.675711 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:49.603773 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:15:49.696541 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:15:50.607019 >>>> Get Memory Percent Pid-- 1916
