<<INFO>> 2021-04-17 --- 11:43:10.098425 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:43:10.142736 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:43:14.113336 >>>> Can not find Any Process with name firefox
<<INFO>> 2021-04-17 --- 11:43:14.124907 >>>> We Have exception in find Process firefox
<<INFO>> 2021-04-17 --- 11:43:34.383665 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:43:34.425832 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:47:18.486143 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:18.495138 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:18.501134 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:18.509129 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:18.515126 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:18.523121 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:18.538112 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:18.547106 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:19.547755 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:19.562743 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:20.552896 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:20.578746 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:21.556438 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:21.584084 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:22.561335 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:22.586744 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:23.567537 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:23.603890 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:24.568799 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:24.608746 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:25.571827 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:25.619962 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:26.572507 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:26.643429 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:27.580861 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:27.651077 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:28.595134 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:28.663255 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:29.609832 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:29.672794 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:30.631476 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:30.693436 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:31.640075 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:31.702700 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:32.650905 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:32.710511 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:33.664862 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:33.724605 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:34.665808 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:34.725382 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:35.668823 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:35.731288 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:36.675430 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:36.738539 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:37.680987 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:37.735565 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:38.691415 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:38.752627 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:39.697999 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:39.760737 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:40.712490 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:40.775564 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:41.712510 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:47:41.774598 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:47:42.008023 >>>> Close Window Plot
<<INFO>> 2021-04-17 --- 11:48:33.079541 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:48:33.126511 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:48:37.460491 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.476478 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.483474 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.493467 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.501462 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.510340 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.516075 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.524545 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.530393 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.538690 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.544705 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.552966 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.558907 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.567071 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.573084 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.580657 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.587522 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.595534 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.601536 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.609856 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:37.621853 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:37.632372 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:38.635232 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:38.650217 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:39.641650 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:39.658633 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:40.653108 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:40.668099 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:41.664083 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:41.685072 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:42.671984 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:42.688975 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:43.674219 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:43.708200 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:44.687002 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:44.711953 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:45.699840 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:45.724833 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:46.695457 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:46.730435 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:47.709658 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:47.741638 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:48.716758 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:48.745735 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:49.717686 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:49.743665 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:50.727424 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:50.758405 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:51.736996 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:51.767977 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:52.738935 >>>> Get Memory Percent Pid-- 2824
<<INFO>> 2021-04-17 --- 11:48:52.765915 >>>> Get Cpu Percent Pid 2824
<<INFO>> 2021-04-17 --- 11:48:53.656388 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.672378 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.685366 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.695359 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.700356 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.707352 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.713349 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.720344 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.726341 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.733335 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.738333 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.746328 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.753324 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.760320 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.765317 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.772809 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.777812 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.784808 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.790804 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.796801 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:53.811793 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:53.819786 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:54.824117 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:54.839392 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:55.827141 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:55.851123 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:56.825498 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:56.857583 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:57.829056 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:57.854714 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:58.838116 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:58.863383 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:48:59.851969 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:48:59.878949 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:00.854349 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:00.879751 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:01.868990 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:01.900686 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:02.878495 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:02.907477 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:03.882061 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:03.906045 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:04.885032 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:04.917022 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:05.894376 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:05.917849 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:06.901194 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:06.935168 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:07.905076 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:07.928156 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:08.908082 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:08.937061 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:09.912969 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:09.943952 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:10.922794 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:10.954166 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:11.932103 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:11.965670 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:12.941401 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:12.973376 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:13.944034 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:13.973016 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:14.947260 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:14.978243 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:15.956679 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:15.985256 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:16.962108 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:16.994086 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:17.965608 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:17.997588 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:18.971121 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:19.002357 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:19.974899 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:20.004717 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:20.977235 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:21.021821 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:21.993401 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:22.038402 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:22.995681 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:23.035078 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:24.002252 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:24.041011 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:25.007757 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:25.046134 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:26.015445 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:26.063418 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:27.021085 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:27.068483 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:28.028249 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:28.069491 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:29.041795 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:29.085664 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:30.044824 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:30.086603 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:31.054192 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:31.101245 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:32.058417 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:32.105249 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:33.060121 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:33.103102 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:34.061949 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:34.110195 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:35.069587 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:35.114237 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:36.075706 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:36.124166 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:37.087548 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:37.134126 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:38.099127 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:38.138285 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:39.108049 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:39.152063 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:40.122697 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:40.166151 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:41.144778 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:41.182751 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:42.153965 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:42.201334 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:43.167318 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:43.214527 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:44.174639 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:44.220122 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:45.177089 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:45.225057 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.182079 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.212062 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.231529 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.243849 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.255224 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.267462 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.276424 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.283560 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.291677 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.298812 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.306846 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.313941 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.321827 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.329006 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.336443 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.343985 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.350989 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.358982 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.365979 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.372975 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.381969 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:46.399958 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:46.410951 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:47.419723 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:47.419723 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:48.433077 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:48.434077 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:49.439593 >>>> Get Memory Percent Pid-- 4092
<<INFO>> 2021-04-17 --- 11:49:49.439593 >>>> Get Cpu Percent Pid 4092
<<INFO>> 2021-04-17 --- 11:49:49.800285 >>>> Close Window Plot
<<INFO>> 2021-04-17 --- 11:51:35.648798 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:51:35.691779 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:51:47.101518 >>>> After Colorize the process List
<<INFO>> 2021-04-17 --- 11:51:50.538747 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.552737 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.562732 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.575724 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.584719 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.597711 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.606705 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.620697 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.628691 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.640684 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.647680 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.658673 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.665669 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.676662 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.684708 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.694957 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.703427 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.715425 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.723422 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.736412 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:50.752403 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:50.768394 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:51.758097 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:51.773088 >>>> Get Cpu Percent Pid 12528
